Date,Ticker,daily_range,daily_range_avg,daily_range_hi,daily_range_lo
2025-12-04,XLK,1.3,1.8,2.2,1.4
2025-12-05,XLK,1.6,1.8,2.2,1.4
2025-12-01,XLP,0.5,0.8,0.9,0.6
2025-12-02,XLP,0.9,0.8,0.9,0.6
2025-12-03,XLP,0.8,0.8,0.9,0.6
2025-12-04,XLP,0.9,0.8,0.9,0.6
2025-12-05,XLP,0.8,0.8,0.9,0.6
2025-12-01,XLRE,0.3,0.3,0.4,0.3
2025-12-02,XLRE,0.4,0.3,0.4,0.3
2025-12-03,XLRE,0.3,0.3,0.4,0.3
2025-12-04,XLRE,0.4,0.3,0.4,0.3
2025-12-05,XLRE,0.3,0.3,0.4,0.3
2025-12-01,XLU,0.8,0.6,0.7,0.4
2025-12-02,XLU,0.6,0.6,0.7,0.4
2025-12-03,XLU,0.5,0.6,0.7,0.4
2025-12-04,XLU,0.5,0.6,0.7,0.4
2025-12-05,XLU,0.5,0.6,0.7,0.4
2025-12-01,XLV,2.7,1.7,2.3,1.1
2025-12-02,XLV,1.3,1.7,2.3,1.1
2025-12-03,XLV,1.1,1.7,2.3,1.1
2025-12-04,XLV,1.7,1.7,2.3,1.1
2025-12-05,XLV,1.7,1.7,2.3,1.1
2025-12-01,XLY,1.3,1.3,1.5,1.0
2025-12-02,XLY,1.2,1.3,1.5,1.0
2025-12-03,XLY,1.6,1.3,1.5,1.0
2025-12-04,XLY,1.4,1.3,1.5,1.0
2025-12-05,XLY,0.9,1.3,1.5,1.0
2025-12-01,XOM,1.3,1.9,2.3,1.5
2025-12-02,XOM,1.9,1.9,2.3,1.5
2025-12-03,XOM,2.1,1.9,2.3,1.5
2025-12-04,XOM,1.7,1.9,2.3,1.5
2025-12-05,XOM,2.4,1.9,2.3,1.5
2025-12-01,XOP,2.5,2.5,2.9,2.1
2025-12-02,XOP,2.5,2.5,2.9,2.1
2025-12-03,XOP,2.8,2.5,2.9,2.1
2025-12-04,XOP,1.9,2.5,2.9,2.1
2025-12-05,XOP,2.9,2.5,2.9,2.1
2025-12-01,XYL,1.8,2.0,2.5,1.4
2025-12-02,XYL,1.8,2.0,2.5,1.4
2025-12-03,XYL,1.8,2.0,2.5,1.4
2025-12-04,XYL,1.5,2.0,2.5,1.4
2025-12-05,XYL,2.9,2.0,2.5,1.4
2025-12-01,XYZ,2.2,2.7,4.2,1.1
2025-12-02,XYZ,5.3,2.7,4.2,1.1
2025-12-03,XYZ,2.6,2.7,4.2,1.1
2025-12-04,XYZ,1.5,2.7,4.2,1.1
2025-12-05,XYZ,1.6,2.7,4.2,1.1
2025-12-01,YUM,3.3,3.0,4.0,2.1
2025-12-02,YUM,4.1,3.0,4.0,2.1
2025-12-03,YUM,2.0,3.0,4.0,2.1
2025-12-04,YUM,3.6,3.0,4.0,2.1
2025-12-05,YUM,2.1,3.0,4.0,2.1
2025-12-01,ZBH,3.2,2.1,2.9,1.3
2025-12-02,ZBH,2.2,2.1,2.9,1.3
2025-12-03,ZBH,2.4,2.1,2.9,1.3
2025-12-04,ZBH,1.1,2.1,2.9,1.3
2025-12-05,ZBH,1.5,2.1,2.9,1.3
2025-12-01,ZBRA,5.9,5.4,6.8,4.0
2025-12-02,ZBRA,3.3,5.4,6.8,4.0
2025-12-03,ZBRA,6.7,5.4,6.8,4.0
2025-12-04,ZBRA,4.6,5.4,6.8,4.0
2025-12-05,ZBRA,6.4,5.4,6.8,4.0
2025-12-01,ZTS,2.4,3.4,4.2,2.6
2025-12-02,ZTS,3.5,3.4,4.2,2.6
2025-12-03,ZTS,4.6,3.4,4.2,2.6
2025-12-04,ZTS,3.6,3.4,4.2,2.6
2025-12-05,ZTS,2.9,3.4,4.2,2.6
