Date,Ticker,Rvol,Rvol_avg,Rvol_hi,Rvol_low
2025-12-04,DGX,0.1211,0.1084,0.1347,0.0821
2025-12-05,DGX,0.1259,0.1084,0.1347,0.0821
2025-12-03,DHI,0.3855,0.4611,0.535,0.3873
2025-12-04,DHI,0.533,0.4611,0.535,0.3873
2025-12-05,DHI,0.4648,0.4611,0.535,0.3873
2025-12-03,DHR,0.0301,0.1023,0.1651,0.0396
2025-12-04,DHR,0.1429,0.1023,0.1651,0.0396
2025-12-05,DHR,0.1341,0.1023,0.1651,0.0396
2025-12-03,DHT,0.1222,0.1359,0.1525,0.1193
2025-12-04,DHT,0.1543,0.1359,0.1525,0.1193
2025-12-05,DHT,0.1313,0.1359,0.1525,0.1193
2025-12-03,DIA,0.052,0.0634,0.0749,0.0519
2025-12-04,DIA,0.0749,0.0634,0.0749,0.0519
2025-12-05,DIA,0.0633,0.0634,0.0749,0.0519
2025-12-03,DIS,0.3014,0.2304,0.2948,0.1661
2025-12-04,DIS,0.2141,0.2304,0.2948,0.1661
2025-12-05,DIS,0.1758,0.2304,0.2948,0.1661
2025-12-03,DJI,0.0526,0.0626,0.0731,0.0521
2025-12-04,DJI,0.0736,0.0626,0.0731,0.0521
2025-12-05,DJI,0.0617,0.0626,0.0731,0.0521
2025-12-03,DLR,0.2209,0.1815,0.2159,0.1471
2025-12-04,DLR,0.1575,0.1815,0.2159,0.1471
2025-12-05,DLR,0.1661,0.1815,0.2159,0.1471
2025-12-03,DLTR,0.4967,0.4318,0.4958,0.3677
2025-12-04,DLTR,0.3686,0.4318,0.4958,0.3677
2025-12-05,DLTR,0.43,0.4318,0.4958,0.3677
2025-12-03,DOC,0.3741,0.3186,0.3721,0.2652
2025-12-04,DOC,0.3144,0.3186,0.3721,0.2652
2025-12-05,DOC,0.2674,0.3186,0.3721,0.2652
2025-12-03,DOV,0.0098,0.0791,0.1392,0.0191
2025-12-04,DOV,0.1148,0.0791,0.1392,0.0191
2025-12-05,DOV,0.1128,0.0791,0.1392,0.0191
2025-12-03,DOW,0.0565,0.2301,0.3811,0.0791
2025-12-04,DOW,0.3304,0.2301,0.3811,0.0791
2025-12-05,DOW,0.3036,0.2301,0.3811,0.0791
2025-12-03,DPZ,0.1654,0.2206,0.2777,0.1635
2025-12-04,DPZ,0.2169,0.2206,0.2777,0.1635
2025-12-05,DPZ,0.2794,0.2206,0.2777,0.1635
2025-12-03,DRI,0.1271,0.146,0.1675,0.1245
2025-12-04,DRI,0.1694,0.146,0.1675,0.1245
2025-12-05,DRI,0.1416,0.146,0.1675,0.1245
2025-12-03,DTE,0.284,0.2241,0.2789,0.1693
2025-12-04,DTE,0.2119,0.2241,0.2789,0.1693
2025-12-05,DTE,0.1764,0.2241,0.2789,0.1693
2025-12-03,DUK,0.0018,0.0257,0.0473,0.004
2025-12-04,DUK,0.031,0.0257,0.0473,0.004
2025-12-05,DUK,0.0441,0.0257,0.0473,0.004
2025-12-03,DVA,0.0819,0.0756,0.0821,0.069
2025-12-04,DVA,0.0688,0.0756,0.0821,0.069
2025-12-05,DVA,0.076,0.0756,0.0821,0.069
2025-12-03,DVN,0.3074,0.2365,0.3005,0.1725
2025-12-04,DVN,0.2188,0.2365,0.3005,0.1725
2025-12-05,DVN,0.1832,0.2365,0.3005,0.1725
2025-12-03,DXCM,0.0947,0.0827,0.0931,0.0724
2025-12-04,DXCM,0.0775,0.0827,0.0931,0.0724
2025-12-05,DXCM,0.0761,0.0827,0.0931,0.0724
2025-12-03,EA,0.036,0.028,0.0351,0.0209
2025-12-04,EA,0.0256,0.028,0.0351,0.0209
2025-12-05,EA,0.0224,0.028,0.0351,0.0209
2025-12-03,EBAY,0.1476,0.125,0.1451,0.1049
2025-12-04,EBAY,0.1179,0.125,0.1451,0.1049
2025-12-05,EBAY,0.1094,0.125,0.1451,0.1049
2025-12-03,EC,0.2943,0.2712,0.2919,0.2506
2025-12-04,EC,0.2546,0.2712,0.2919,0.2506
2025-12-05,EC,0.2647,0.2712,0.2919,0.2506
2025-12-03,ECH,0.082,0.1358,0.1842,0.0875
2025-12-04,ECH,0.1502,0.1358,0.1842,0.0875
2025-12-05,ECH,0.1754,0.1358,0.1842,0.0875
2025-12-03,ECL,0.1908,0.188,0.2013,0.1748
2025-12-04,ECL,0.1997,0.188,0.2013,0.1748
2025-12-05,ECL,0.1736,0.188,0.2013,0.1748
2025-12-03,ED,0.0672,0.0754,0.091,0.0598
2025-12-04,ED,0.0656,0.0754,0.091,0.0598
2025-12-05,ED,0.0933,0.0754,0.091,0.0598
2025-12-03,EDEN,0.0304,0.0277,0.0331,0.0223
2025-12-04,EDEN,0.0215,0.0277,0.0331,0.0223
2025-12-05,EDEN,0.0312,0.0277,0.0331,0.0223
2025-12-03,EDV,0.0282,0.0676,0.1016,0.0335
2025-12-04,EDV,0.0868,0.0676,0.1016,0.0335
2025-12-05,EDV,0.0877,0.0676,0.1016,0.0335
2025-12-03,EFNL,0.0882,0.0961,0.1037,0.0886
2025-12-04,EFNL,0.0969,0.0961,0.1037,0.0886
2025-12-05,EFNL,0.1032,0.0961,0.1037,0.0886
2025-12-03,EFX,0.0726,0.0684,0.0743,0.0625
2025-12-04,EFX,0.071,0.0684,0.0743,0.0625
2025-12-05,EFX,0.0616,0.0684,0.0743,0.0625
2025-12-03,EG,0.0611,0.0789,0.1129,0.0449
2025-12-04,EG,0.0574,0.0789,0.1129,0.0449
2025-12-05,EG,0.1181,0.0789,0.1129,0.0449
2025-12-03,EIDO,0.1311,0.1029,0.1287,0.0771
2025-12-04,EIDO,0.0972,0.1029,0.1287,0.0771
2025-12-05,EIDO,0.0804,0.1029,0.1287,0.0771
2025-12-03,EIRL,0.1106,0.0907,0.1083,0.0731
2025-12-04,EIRL,0.0843,0.0907,0.1083,0.0731
2025-12-05,EIRL,0.0772,0.0907,0.1083,0.0731
2025-12-03,EIS,0.0156,0.0852,0.1467,0.0237
2025-12-04,EIS,0.108,0.0852,0.1467,0.0237
2025-12-05,EIS,0.132,0.0852,0.1467,0.0237
2025-12-03,EIX,0.2226,0.1988,0.2196,0.178
2025-12-04,EIX,0.1893,0.1988,0.2196,0.178
2025-12-05,EIX,0.1844,0.1988,0.2196,0.178
2025-12-03,EL,0.3151,0.2954,0.3134,0.2774
2025-12-04,EL,0.2913,0.2954,0.3134,0.2774
2025-12-05,EL,0.2798,0.2954,0.3134,0.2774
2025-12-03,ELV,0.048,0.0764,0.1086,0.0442
2025-12-04,ELV,0.0698,0.0764,0.1086,0.0442
2025-12-05,ELV,0.1114,0.0764,0.1086,0.0442
2025-12-03,EME,0.1303,0.2802,0.4122,0.1481
2025-12-04,EME,0.331,0.2802,0.4122,0.1481
2025-12-05,EME,0.3793,0.2802,0.4122,0.1481
2025-12-03,EMN,0.2807,0.2522,0.2797,0.2248
2025-12-04,EMN,0.226,0.2522,0.2797,0.2248
2025-12-05,EMN,0.2501,0.2522,0.2797,0.2248
2025-12-03,EMR,0.2682,0.2073,0.2617,0.1528
2025-12-04,EMR,0.1903,0.2073,0.2617,0.1528
2025-12-05,EMR,0.1633,0.2073,0.2617,0.1528
2025-12-03,ENZL,0.0015,0.0635,0.1176,0.0095
2025-12-04,ENZL,0.1007,0.0635,0.1176,0.0095
2025-12-05,ENZL,0.0883,0.0635,0.1176,0.0095
2025-12-03,EOG,0.3187,0.2464,0.3111,0.1816
2025-12-04,EOG,0.2264,0.2464,0.3111,0.1816
2025-12-05,EOG,0.1939,0.2464,0.3111,0.1816
2025-12-03,EPAM,0.2562,0.2355,0.2597,0.2112
2025-12-04,EPAM,0.2414,0.2355,0.2597,0.2112
2025-12-05,EPAM,0.2088,0.2355,0.2597,0.2112
2025-12-03,EPHE,0.0902,0.1617,0.2778,0.0456
2025-12-04,EPHE,0.0993,0.1617,0.2778,0.0456
2025-12-05,EPHE,0.2956,0.1617,0.2778,0.0456
2025-12-03,EPOL,0.0694,0.0549,0.0683,0.0416
2025-12-04,EPOL,0.0521,0.0549,0.0683,0.0416
2025-12-05,EPOL,0.0432,0.0549,0.0683,0.0416
2025-12-03,EPU,0.2187,0.1788,0.2134,0.1443
2025-12-04,EPU,0.1577,0.1788,0.2134,0.1443
2025-12-05,EPU,0.1601,0.1788,0.2134,0.1443
2025-12-03,EQIX,0.1727,0.1824,0.2246,0.1402
2025-12-04,EQIX,0.1458,0.1824,0.2246,0.1402
2025-12-05,EQIX,0.2286,0.1824,0.2246,0.1402
2025-12-03,EQR,0.0896,0.1136,0.1345,0.0927
2025-12-04,EQR,0.1235,0.1136,0.1345,0.0927
2025-12-05,EQR,0.1277,0.1136,0.1345,0.0927
2025-12-03,EQT,0.8484,0.6727,0.8343,0.5112
2025-12-04,EQT,0.6391,0.6727,0.8343,0.5112
2025-12-05,EQT,0.5306,0.6727,0.8343,0.5112
2025-12-03,ERIE,0.0738,0.1075,0.1531,0.0618
2025-12-04,ERIE,0.0892,0.1075,0.1531,0.0618
2025-12-05,ERIE,0.1594,0.1075,0.1531,0.0618
2025-12-03,ES,0.0171,0.1254,0.22,0.0308
2025-12-04,ES,0.1918,0.1254,0.22,0.0308
2025-12-05,ES,0.1672,0.1254,0.22,0.0308
2025-12-03,ES=F,0.0213,0.0242,0.0278,0.0206
2025-12-04,ES=F,0.0282,0.0242,0.0278,0.0206
2025-12-05,ES=F,0.0231,0.0242,0.0278,0.0206
2025-12-03,ESS,0.062,0.0744,0.0853,0.0635
2025-12-04,ESS,0.0825,0.0744,0.0853,0.0635
2025-12-05,ESS,0.0787,0.0744,0.0853,0.0635
2025-12-03,ETN,0.301,0.2574,0.3016,0.2132
2025-12-04,ETN,0.2586,0.2574,0.3016,0.2132
2025-12-05,ETN,0.2126,0.2574,0.3016,0.2132
2025-12-03,ETR,0.3456,0.2651,0.3383,0.1919
2025-12-04,ETR,0.2472,0.2651,0.3383,0.1919
2025-12-05,ETR,0.2026,0.2651,0.3383,0.1919
2025-12-03,EVRG,0.111,0.0855,0.1088,0.0622
2025-12-04,EVRG,0.08,0.0855,0.1088,0.0622
2025-12-05,EVRG,0.0654,0.0855,0.1088,0.0622
2025-12-03,EW,0.023,0.1694,0.2984,0.0404
2025-12-04,EW,0.2665,0.1694,0.2984,0.0404
2025-12-05,EW,0.2187,0.1694,0.2984,0.0404
2025-12-03,EWA,0.0007,0.0198,0.0417,-0.0022
2025-12-04,EWA,0.0149,0.0198,0.0417,-0.0022
2025-12-05,EWA,0.0438,0.0198,0.0417,-0.0022
2025-12-03,EWC,0.0797,0.0858,0.0957,0.0758
2025-12-04,EWC,0.0973,0.0858,0.0957,0.0758
2025-12-05,EWC,0.0803,0.0858,0.0957,0.0758
2025-12-03,EWD,0.0306,0.0407,0.0498,0.0316
2025-12-04,EWD,0.0482,0.0407,0.0498,0.0316
2025-12-05,EWD,0.0433,0.0407,0.0498,0.0316
2025-12-03,EWG,0.086,0.0661,0.0841,0.0482
2025-12-04,EWG,0.0611,0.0661,0.0841,0.0482
2025-12-05,EWG,0.0513,0.0661,0.0841,0.0482
2025-12-03,EWH,0.0656,0.0661,0.0723,0.0599
2025-12-04,EWH,0.0725,0.0661,0.0723,0.0599
2025-12-05,EWH,0.0601,0.0661,0.0723,0.0599
2025-12-03,EWI,0.0111,0.0573,0.0974,0.0172
2025-12-04,EWI,0.0791,0.0573,0.0974,0.0172
2025-12-05,EWI,0.0817,0.0573,0.0974,0.0172
2025-12-03,EWJ,0.0272,0.0766,0.1201,0.0331
2025-12-04,EWJ,0.1093,0.0766,0.1201,0.0331
2025-12-05,EWJ,0.0933,0.0766,0.1201,0.0331
2025-12-03,EWK,0.0465,0.0555,0.0655,0.0456
2025-12-04,EWK,0.0539,0.0555,0.0655,0.0456
2025-12-05,EWK,0.0662,0.0555,0.0655,0.0456
2025-12-03,EWL,0.0765,0.0826,0.0926,0.0725
2025-12-04,EWL,0.0941,0.0826,0.0926,0.0725
2025-12-05,EWL,0.0771,0.0826,0.0926,0.0725
2025-12-03,EWM,0.0043,0.0448,0.0803,0.0093
2025-12-04,EWM,0.0705,0.0448,0.0803,0.0093
2025-12-05,EWM,0.0597,0.0448,0.0803,0.0093
2025-12-03,EWN,0.0688,0.1104,0.1471,0.0737
2025-12-04,EWN,0.1382,0.1104,0.1471,0.0737
2025-12-05,EWN,0.1242,0.1104,0.1471,0.0737
2025-12-03,EWO,0.119,0.1018,0.1188,0.0849
2025-12-04,EWO,0.0852,0.1018,0.1188,0.0849
2025-12-05,EWO,0.1013,0.1018,0.1188,0.0849
2025-12-03,EWP,0.0138,0.0556,0.095,0.0163
2025-12-04,EWP,0.0611,0.0556,0.095,0.0163
2025-12-05,EWP,0.0919,0.0556,0.095,0.0163
2025-12-03,EWQ,0.0808,0.0765,0.0802,0.0728
2025-12-04,EWQ,0.0742,0.0765,0.0802,0.0728
2025-12-05,EWQ,0.0745,0.0765,0.0802,0.0728
2025-12-03,EWS,0.1041,0.1021,0.1039,0.1003
2025-12-04,EWS,0.1006,0.1021,0.1039,0.1003
2025-12-05,EWS,0.1015,0.1021,0.1039,0.1003
2025-12-03,EWT,0.0493,0.0925,0.1308,0.0541
2025-12-04,EWT,0.1053,0.0925,0.1308,0.0541
2025-12-05,EWT,0.1227,0.0925,0.1308,0.0541
2025-12-03,EWU,0.0965,0.0975,0.1014,0.0936
2025-12-04,EWU,0.0942,0.0975,0.1014,0.0936
2025-12-05,EWU,0.1018,0.0975,0.1014,0.0936
2025-12-03,EWW,0.0867,0.0806,0.0874,0.0738
2025-12-04,EWW,0.0818,0.0806,0.0874,0.0738
2025-12-05,EWW,0.0733,0.0806,0.0874,0.0738
2025-12-03,EWY,0.0662,0.1869,0.292,0.0818
2025-12-04,EWY,0.2357,0.1869,0.292,0.0818
2025-12-05,EWY,0.2588,0.1869,0.292,0.0818
2025-12-03,EWZ,0.1556,0.2936,0.5694,0.0179
2025-12-04,EWZ,0.1141,0.2936,0.5694,0.0179
2025-12-05,EWZ,0.6111,0.2936,0.5694,0.0179
2025-12-03,EXC,0.0548,0.0628,0.0895,0.0361
2025-12-04,EXC,0.0411,0.0628,0.0895,0.0361
2025-12-05,EXC,0.0926,0.0628,0.0895,0.0361
2025-12-03,EXE,0.8494,0.6538,0.832,0.4757
2025-12-04,EXE,0.6116,0.6538,0.832,0.4757
2025-12-05,EXE,0.5006,0.6538,0.832,0.4757
2025-12-03,EXPD,0.1211,0.1198,0.1307,0.1089
2025-12-04,EXPD,0.13,0.1198,0.1307,0.1089
2025-12-05,EXPD,0.1083,0.1198,0.1307,0.1089
2025-12-03,EXPE,0.2604,0.2698,0.2781,0.2616
2025-12-04,EXPE,0.274,0.2698,0.2781,0.2616
2025-12-05,EXPE,0.2752,0.2698,0.2781,0.2616
2025-12-03,EXR,0.0731,0.0969,0.1181,0.0757
2025-12-04,EXR,0.1039,0.0969,0.1181,0.0757
2025-12-05,EXR,0.1137,0.0969,0.1181,0.0757
2025-12-03,F,0.2832,0.2245,0.2771,0.1719
2025-12-04,F,0.2087,0.2245,0.2771,0.1719
2025-12-05,F,0.1816,0.2245,0.2771,0.1719
2025-12-03,FANG,0.1857,0.1549,0.1828,0.1271
2025-12-04,FANG,0.1313,0.1549,0.1828,0.1271
2025-12-05,FANG,0.1478,0.1549,0.1828,0.1271
2025-12-03,FAST,0.1186,0.123,0.1644,0.0815
2025-12-04,FAST,0.0839,0.123,0.1644,0.0815
2025-12-05,FAST,0.1664,0.123,0.1644,0.0815
2025-12-03,FCX,0.4336,0.3485,0.4284,0.2686
2025-12-04,FCX,0.3367,0.3485,0.4284,0.2686
2025-12-05,FCX,0.2751,0.3485,0.4284,0.2686
2025-12-03,FDS,0.0115,0.1237,0.2926,-0.0452
2025-12-04,FDS,0.0417,0.1237,0.2926,-0.0452
2025-12-05,FDS,0.318,0.1237,0.2926,-0.0452
2025-12-03,FDX,0.1253,0.1581,0.1915,0.1247
2025-12-04,FDX,0.1921,0.1581,0.1915,0.1247
2025-12-05,FDX,0.1568,0.1581,0.1915,0.1247
2025-12-03,FE,0.0805,0.0989,0.1166,0.0811
2025-12-04,FE,0.1158,0.0989,0.1166,0.0811
2025-12-05,FE,0.1004,0.0989,0.1166,0.0811
2025-12-03,FFIV,0.1017,0.1091,0.1273,0.0909
2025-12-04,FFIV,0.0958,0.1091,0.1273,0.0909
2025-12-05,FFIV,0.1299,0.1091,0.1273,0.0909
2025-12-03,FICO,0.1669,0.1536,0.1702,0.1371
2025-12-04,FICO,0.1351,0.1536,0.1702,0.1371
2025-12-05,FICO,0.1589,0.1536,0.1702,0.1371
2025-12-03,FIS,0.2933,0.2448,0.2885,0.2012
2025-12-04,FIS,0.2086,0.2448,0.2885,0.2012
2025-12-05,FIS,0.2326,0.2448,0.2885,0.2012
2025-12-03,FISV,0.56,0.5457,0.594,0.4974
2025-12-04,FISV,0.5852,0.5457,0.594,0.4974
2025-12-05,FISV,0.4919,0.5457,0.594,0.4974
2025-12-03,FITB,0.3183,0.2525,0.3098,0.1951
2025-12-04,FITB,0.2255,0.2525,0.3098,0.1951
2025-12-05,FITB,0.2136,0.2525,0.3098,0.1951
2025-12-03,FOXA,0.0576,0.1316,0.1978,0.0654
2025-12-04,FOXA,0.1852,0.1316,0.1978,0.0654
2025-12-05,FOXA,0.152,0.1316,0.1978,0.0654
2025-12-03,FRO,0.0765,0.2036,0.3169,0.0903
2025-12-04,FRO,0.2941,0.2036,0.3169,0.0903
2025-12-05,FRO,0.2401,0.2036,0.3169,0.0903
2025-12-03,FRT,0.1144,0.0986,0.113,0.0842
2025-12-04,FRT,0.095,0.0986,0.113,0.0842
2025-12-05,FRT,0.0863,0.0986,0.113,0.0842
2025-12-03,FSLR,0.2361,0.2292,0.2459,0.2124
2025-12-04,FSLR,0.2413,0.2292,0.2459,0.2124
2025-12-05,FSLR,0.2101,0.2292,0.2459,0.2124
2025-12-03,FTI,0.4131,0.3436,0.4052,0.2819
2025-12-04,FTI,0.3221,0.3436,0.4052,0.2819
2025-12-05,FTI,0.2955,0.3436,0.4052,0.2819
2025-12-03,FTNT,0.178,0.2127,0.2484,0.177
2025-12-04,FTNT,0.2493,0.2127,0.2484,0.177
2025-12-05,FTNT,0.2107,0.2127,0.2484,0.177
2025-12-03,FTV,0.0132,0.0493,0.0809,0.0178
2025-12-04,FTV,0.0715,0.0493,0.0809,0.0178
2025-12-05,FTV,0.0633,0.0493,0.0809,0.0178
2025-12-03,FVX,0.0646,0.1543,0.2332,0.0754
2025-12-04,FVX,0.2129,0.1543,0.2332,0.0754
2025-12-05,FVX,0.1853,0.1543,0.2332,0.0754
2025-12-03,FXA,0.0174,0.0246,0.0314,0.0178
2025-12-04,FXA,0.031,0.0246,0.0314,0.0178
2025-12-05,FXA,0.0254,0.0246,0.0314,0.0178
2025-12-03,FXB,0.1164,0.102,0.1169,0.0872
2025-12-04,FXB,0.103,0.102,0.1169,0.0872
2025-12-05,FXB,0.0867,0.102,0.1169,0.0872
2025-12-03,FXC,0.0023,0.0285,0.0616,-0.0047
2025-12-04,FXC,0.0174,0.0285,0.0616,-0.0047
2025-12-05,FXC,0.0658,0.0285,0.0616,-0.0047
2025-12-03,FXE,0.0193,0.0312,0.0418,0.0206
2025-12-04,FXE,0.0398,0.0312,0.0418,0.0206
2025-12-05,FXE,0.0345,0.0312,0.0418,0.0206
2025-12-03,FXY,0.0855,0.0657,0.0835,0.0479
2025-12-04,FXY,0.0607,0.0657,0.0835,0.0479
2025-12-05,FXY,0.051,0.0657,0.0835,0.0479
2025-12-03,GD,0.0393,0.0837,0.1651,0.0023
2025-12-04,GD,0.0341,0.0837,0.1651,0.0023
2025-12-05,GD,0.1777,0.0837,0.1651,0.0023
2025-12-03,GDDY,0.1224,0.1367,0.1752,0.0983
2025-12-04,GDDY,0.1075,0.1367,0.1752,0.0983
2025-12-05,GDDY,0.1803,0.1367,0.1752,0.0983
2025-12-03,GDX,0.0884,0.1198,0.1501,0.0894
2025-12-04,GDX,0.1489,0.1198,0.1501,0.0894
2025-12-05,GDX,0.122,0.1198,0.1501,0.0894
2025-12-03,GDXJ,0.0461,0.0705,0.0932,0.0479
2025-12-04,GDXJ,0.0908,0.0705,0.0932,0.0479
2025-12-05,GDXJ,0.0747,0.0705,0.0932,0.0479
2025-12-03,GE,0.0661,0.1488,0.2519,0.0458
2025-12-04,GE,0.1162,0.1488,0.2519,0.0458
2025-12-05,GE,0.2643,0.1488,0.2519,0.0458
2025-12-03,GEHC,0.3327,0.3879,0.4397,0.3361
2025-12-04,GEHC,0.4355,0.3879,0.4397,0.3361
2025-12-05,GEHC,0.3954,0.3879,0.4397,0.3361
2025-12-03,GEN,0.4148,0.3569,0.4146,0.2993
2025-12-04,GEN,0.3565,0.3569,0.4146,0.2993
2025-12-05,GEN,0.2995,0.3569,0.4146,0.2993
2025-12-03,GEOS,1.6393,1.3222,1.5976,1.0469
2025-12-04,GEOS,1.1837,1.3222,1.5976,1.0469
2025-12-05,GEOS,1.1437,1.3222,1.5976,1.0469
2025-12-03,GEV,0.4729,0.4181,0.466,0.3702
2025-12-04,GEV,0.3971,0.4181,0.466,0.3702
2025-12-05,GEV,0.3843,0.4181,0.466,0.3702
2025-12-03,GGB,0.2508,0.341,0.5568,0.1253
2025-12-04,GGB,0.1851,0.341,0.5568,0.1253
2025-12-05,GGB,0.5873,0.341,0.5568,0.1253
2025-12-03,GILD,0.1367,0.1824,0.2252,0.1396
2025-12-04,GILD,0.2215,0.1824,0.2252,0.1396
2025-12-05,GILD,0.1889,0.1824,0.2252,0.1396
2025-12-03,GIS,0.3378,0.2616,0.3303,0.1929
2025-12-04,GIS,0.2423,0.2616,0.3303,0.1929
2025-12-05,GIS,0.2047,0.2616,0.3303,0.1929
2025-12-03,GL,0.0886,0.0908,0.0968,0.0848
2025-12-04,GL,0.0862,0.0908,0.0968,0.0848
2025-12-05,GL,0.0976,0.0908,0.0968,0.0848
2025-12-03,GLATF,0.1055,0.336,0.641,0.031
2025-12-04,GLATF,0.2207,0.336,0.641,0.031
2025-12-05,GLATF,0.6818,0.336,0.641,0.031
2025-12-03,GLD,0.0618,0.0564,0.0635,0.0493
2025-12-04,GLD,0.0591,0.0564,0.0635,0.0493
2025-12-05,GLD,0.0484,0.0564,0.0635,0.0493
2025-12-03,GLW,0.1311,0.1633,0.1957,0.131
2025-12-04,GLW,0.1958,0.1633,0.1957,0.131
2025-12-05,GLW,0.1631,0.1633,0.1957,0.131
2025-12-03,GM,0.0477,0.0454,0.0502,0.0406
2025-12-04,GM,0.0487,0.0454,0.0502,0.0406
2025-12-05,GM,0.0399,0.0454,0.0502,0.0406
2025-12-03,GNK,0.1607,0.1356,0.1574,0.1137
2025-12-04,GNK,0.1246,0.1356,0.1574,0.1137
2025-12-05,GNK,0.1214,0.1356,0.1574,0.1137
2025-12-03,GNRC,0.1791,0.2103,0.2973,0.1232
2025-12-04,GNRC,0.1431,0.2103,0.2973,0.1232
2025-12-05,GNRC,0.3086,0.2103,0.2973,0.1232
2025-12-03,GOOGL,0.103,0.1287,0.1514,0.106
2025-12-04,GOOGL,0.1459,0.1287,0.1514,0.106
2025-12-05,GOOGL,0.1373,0.1287,0.1514,0.106
2025-12-03,GPC,0.1316,0.1176,0.1338,0.1014
2025-12-04,GPC,0.1212,0.1176,0.1338,0.1014
2025-12-05,GPC,0.0999,0.1176,0.1338,0.1014
2025-12-03,GPN,0.1796,0.255,0.3221,0.1879
2025-12-04,GPN,0.2772,0.255,0.3221,0.1879
2025-12-05,GPN,0.3081,0.255,0.3221,0.1879
2025-12-03,GREK,0.1065,0.0828,0.1041,0.0616
2025-12-04,GREK,0.077,0.0828,0.1041,0.0616
2025-12-05,GREK,0.0651,0.0828,0.1041,0.0616
2025-12-03,GRMN,0.1127,0.0985,0.1137,0.0834
2025-12-04,GRMN,0.1003,0.0985,0.1137,0.0834
2025-12-05,GRMN,0.0826,0.0985,0.1137,0.0834
2025-12-03,GS,0.2339,0.2103,0.2342,0.1865
2025-12-04,GS,0.2109,0.2103,0.2342,0.1865
2025-12-05,GS,0.1863,0.2103,0.2342,0.1865
2025-12-03,GWW,0.0765,0.1211,0.1622,0.08
2025-12-04,GWW,0.1575,0.1211,0.1622,0.08
2025-12-05,GWW,0.1292,0.1211,0.1622,0.08
2025-12-03,HAL,0.0864,0.0756,0.0878,0.0634
2025-12-04,HAL,0.0623,0.0756,0.0878,0.0634
2025-12-05,HAL,0.0781,0.0756,0.0878,0.0634
2025-12-03,HAS,0.2539,0.201,0.2489,0.1531
2025-12-04,HAS,0.1885,0.201,0.2489,0.1531
2025-12-05,HAS,0.1607,0.201,0.2489,0.1531
2025-12-03,HBAN,0.3118,0.2756,0.3095,0.2417
2025-12-04,HBAN,0.2447,0.2756,0.3095,0.2417
2025-12-05,HBAN,0.2703,0.2756,0.3095,0.2417
2025-12-03,HCA,0.2438,0.2294,0.2501,0.2087
2025-12-04,HCA,0.2388,0.2294,0.2501,0.2087
2025-12-05,HCA,0.2056,0.2294,0.2501,0.2087
2025-12-03,HD,0.2267,0.2335,0.2409,0.2261
2025-12-04,HD,0.2414,0.2335,0.2409,0.2261
2025-12-05,HD,0.2323,0.2335,0.2409,0.2261
2025-12-03,HIG,0.138,0.1149,0.1358,0.0941
2025-12-04,HIG,0.0976,0.1149,0.1358,0.0941
2025-12-05,HIG,0.1092,0.1149,0.1358,0.0941
2025-12-03,HII,0.054,0.2013,0.3709,0.0317
2025-12-04,HII,0.1631,0.2013,0.3709,0.0317
2025-12-05,HII,0.3867,0.2013,0.3709,0.0317
2025-12-03,HLT,0.0362,0.1236,0.2,0.0471
2025-12-04,HLT,0.1785,0.1236,0.2,0.0471
2025-12-05,HLT,0.1559,0.1236,0.2,0.0471
2025-12-03,HLX,0.2344,0.2957,0.4545,0.1368
2025-12-04,HLX,0.1766,0.2957,0.4545,0.1368
2025-12-05,HLX,0.476,0.2957,0.4545,0.1368
2025-12-03,HOLX,0.0315,0.0332,0.0359,0.0304
2025-12-04,HOLX,0.0364,0.0332,0.0359,0.0304
2025-12-05,HOLX,0.0316,0.0332,0.0359,0.0304
2025-12-03,HON,0.1543,0.1622,0.1734,0.1509
2025-12-04,HON,0.1751,0.1622,0.1734,0.1509
2025-12-05,HON,0.1572,0.1622,0.1734,0.1509
2025-12-03,HOOD,0.4385,0.4763,0.6327,0.3198
2025-12-04,HOOD,0.3422,0.4763,0.6327,0.3198
2025-12-05,HOOD,0.6482,0.4763,0.6327,0.3198
2025-12-03,HPE,0.1844,0.2053,0.2324,0.1782
2025-12-04,HPE,0.2359,0.2053,0.2324,0.1782
2025-12-05,HPE,0.1956,0.2053,0.2324,0.1782
2025-12-03,HPQ,0.3319,0.2847,0.3257,0.2437
2025-12-04,HPQ,0.2585,0.2847,0.3257,0.2437
2025-12-05,HPQ,0.2637,0.2847,0.3257,0.2437
2025-12-03,HRL,0.1887,0.294,0.3912,0.1968
2025-12-04,HRL,0.3803,0.294,0.3912,0.1968
2025-12-05,HRL,0.3129,0.294,0.3912,0.1968
2025-12-03,HSIC,0.4106,0.3181,0.4026,0.2336
2025-12-04,HSIC,0.2988,0.3181,0.4026,0.2336
2025-12-05,HSIC,0.2449,0.3181,0.4026,0.2336
2025-12-03,HST,0.096,0.2185,0.3259,0.1112
2025-12-04,HST,0.2961,0.2185,0.3259,0.1112
2025-12-05,HST,0.2634,0.2185,0.3259,0.1112
2025-12-03,HSY,0.0087,0.1272,0.2313,0.0231
2025-12-04,HSY,0.2038,0.1272,0.2313,0.0231
2025-12-05,HSY,0.1691,0.1272,0.2313,0.0231
2025-12-03,HUBB,0.0585,0.1213,0.1777,0.0649
2025-12-04,HUBB,0.1679,0.1213,0.1777,0.0649
2025-12-05,HUBB,0.1374,0.1213,0.1777,0.0649
