Date,Ticker,LT_Trend,lt_avg,lt_hi,lt_lo
2025-12-01,NWSA,0.0064,0.0064,0.0064,0.0064
2025-12-01,NXPI,-0.0212,-0.0212,-0.0212,-0.0212
2025-12-01,O,0.0039,0.0039,0.0039,0.0039
2025-12-01,ODFL,-0.0176,-0.0176,-0.0176,-0.0176
2025-12-01,OEF,0.0292,0.0292,0.0292,0.0292
2025-12-01,OKE,0.0196,0.0196,0.0196,0.0196
2025-12-01,OMC,-0.0136,-0.0136,-0.0136,-0.0136
2025-12-01,ON,-0.0614,-0.0614,-0.0614,-0.0614
2025-12-01,ORCL,0.1007,0.1007,0.1007,0.1007
2025-12-01,ORLY,0.0445,0.0445,0.0445,0.0445
2025-12-01,OTIS,0.0072,0.0072,0.0072,0.0072
2025-12-01,OXY,-0.0732,-0.0732,-0.0732,-0.0732
2025-12-01,PAM,0.0342,0.0342,0.0342,0.0342
2025-12-01,PANW,0.0249,0.0249,0.0249,0.0249
2025-12-01,PAYC,-0.0132,-0.0132,-0.0132,-0.0132
2025-12-01,PAYX,-0.0104,-0.0104,-0.0104,-0.0104
2025-12-01,PBR,-0.0258,-0.0258,-0.0258,-0.0258
2025-12-01,PCAR,0.0315,0.0315,0.0315,0.0315
2025-12-01,PCG,-0.0175,-0.0175,-0.0175,-0.0175
2025-12-01,PEG,0.0529,0.0529,0.0529,0.0529
2025-12-01,PEP,0.0082,0.0082,0.0082,0.0082
2025-12-01,PFE,-0.0272,-0.0272,-0.0272,-0.0272
2025-12-01,PFF,-0.0113,-0.0113,-0.0113,-0.0113
2025-12-01,PFG,0.0011,0.0011,0.0011,0.0011
2025-12-01,PG,-0.0015,-0.0015,-0.0015,-0.0015
2025-12-01,PGR,0.0305,0.0305,0.0305,0.0305
2025-12-01,PH,0.0392,0.0392,0.0392,0.0392
2025-12-01,PHM,0.0265,0.0265,0.0265,0.0265
2025-12-01,PKG,0.022,0.022,0.022,0.022
2025-12-01,PLD,-0.0321,-0.0321,-0.0321,-0.0321
2025-12-01,PLTR,0.2568,0.2568,0.2568,0.2568
2025-12-01,PM,0.0539,0.0539,0.0539,0.0539
2025-12-01,PNC,0.024,0.024,0.024,0.024
2025-12-01,PNR,0.0323,0.0323,0.0323,0.0323
2025-12-01,PNW,0.0283,0.0283,0.0283,0.0283
2025-12-01,PODD,0.0547,0.0547,0.0547,0.0547
2025-12-01,POOL,-0.0639,-0.0639,-0.0639,-0.0639
2025-12-01,POWA,0.008,0.008,0.008,0.008
2025-12-01,PPG,-0.0633,-0.0633,-0.0633,-0.0633
2025-12-01,PPL,0.0397,0.0397,0.0397,0.0397
2025-12-01,PPLT,0.0909,0.0909,0.0909,0.0909
2025-12-01,PRU,-0.0143,-0.0143,-0.0143,-0.0143
2025-12-01,PSA,-0.0025,-0.0025,-0.0025,-0.0025
2025-12-01,PSKY,0.0097,0.0097,0.0097,0.0097
2025-12-01,PSX,-0.0186,-0.0186,-0.0186,-0.0186
2025-12-01,PTC,0.0048,0.0048,0.0048,0.0048
2025-12-01,PWR,0.0803,0.0803,0.0803,0.0803
2025-12-01,PYPL,0.0042,0.0042,0.0042,0.0042
2025-12-01,QAT,0.0015,0.0015,0.0015,0.0015
2025-12-01,QCOM,0.0423,0.0423,0.0423,0.0423
2025-12-01,QQQ,0.0307,0.0307,0.0307,0.0307
2025-12-01,QUAL,0.0119,0.0119,0.0119,0.0119
2025-12-01,RCL,0.0754,0.0754,0.0754,0.0754
2025-12-01,REG,0.0049,0.0049,0.0049,0.0049
2025-12-01,REGN,-0.004,-0.004,-0.004,-0.004
2025-12-01,RF,0.0264,0.0264,0.0264,0.0264
2025-12-01,RIG,-0.0879,-0.0879,-0.0879,-0.0879
2025-12-01,RJF,0.0466,0.0466,0.0466,0.0466
2025-12-01,RL,0.0965,0.0965,0.0965,0.0965
2025-12-01,RMD,0.0409,0.0409,0.0409,0.0409
2025-12-01,ROK,0.0004,0.0004,0.0004,0.0004
2025-12-01,ROKU,-0.0074,-0.0074,-0.0074,-0.0074
2025-12-01,ROL,0.0308,0.0308,0.0308,0.0308
2025-12-01,ROP,-0.033,-0.033,-0.033,-0.033
2025-12-01,ROST,0.0189,0.0189,0.0189,0.0189
2025-12-01,RSG,0.0327,0.0327,0.0327,0.0327
2025-12-01,RSP,-0.0021,-0.0021,-0.0021,-0.0021
2025-12-01,RTX,0.0811,0.0811,0.0811,0.0811
2025-12-01,RUT,0.0142,0.0142,0.0142,0.0142
2025-12-01,RVTY,-0.0031,-0.0031,-0.0031,-0.0031
2025-12-01,SBAC,-0.0331,-0.0331,-0.0331,-0.0331
2025-12-01,SBLK,-0.0158,-0.0158,-0.0158,-0.0158
2025-12-01,SBUX,-0.0494,-0.0494,-0.0494,-0.0494
2025-12-01,SCHP,0.007,0.007,0.007,0.007
2025-12-01,SCHW,0.0273,0.0273,0.0273,0.0273
2025-12-01,SD,-0.0281,-0.0281,-0.0281,-0.0281
2025-12-01,SDY,0.0047,0.0047,0.0047,0.0047
2025-12-01,SHW,0.0122,0.0122,0.0122,0.0122
2025-12-01,SHY,0.0057,0.0057,0.0057,0.0057
2025-12-01,SILJ,0.1168,0.1168,0.1168,0.1168
2025-12-01,SJM,-0.0322,-0.0322,-0.0322,-0.0322
2025-12-01,SLB,-0.0535,-0.0535,-0.0535,-0.0535
2025-12-01,SLV,0.1244,0.1244,0.1244,0.1244
2025-12-01,SMCI,0.0127,0.0127,0.0127,0.0127
2025-12-01,SMH,0.0736,0.0736,0.0736,0.0736
2025-12-01,SNA,0.0273,0.0273,0.0273,0.0273
2025-12-01,SNDK,0.592,0.592,0.592,0.592
2025-12-01,SNPS,-0.0493,-0.0493,-0.0493,-0.0493
2025-12-01,SO,0.0294,0.0294,0.0294,0.0294
2025-12-01,SOLV,0.0334,0.0334,0.0334,0.0334
2025-12-01,SOYB,-0.0268,-0.0268,-0.0268,-0.0268
2025-12-01,SPG,0.0224,0.0224,0.0224,0.0224
2025-12-01,SPGI,0.0072,0.0072,0.0072,0.0072
2025-12-01,SPHB,0.009,0.009,0.009,0.009
2025-12-01,SPLV,0.0146,0.0146,0.0146,0.0146
2025-12-01,SPX,0.015,0.015,0.015,0.015
2025-12-01,SPY,0.0155,0.0155,0.0155,0.0155
2025-12-01,SRE,0.022,0.022,0.022,0.022
2025-12-01,STE,0.0019,0.0019,0.0019,0.0019
2025-12-01,STIP,0.0032,0.0032,0.0032,0.0032
2025-12-01,STLA,-0.0925,-0.0925,-0.0925,-0.0925
2025-12-01,STLD,0.0273,0.0273,0.0273,0.0273
2025-12-01,STNG,0.0062,0.0062,0.0062,0.0062
2025-12-01,STT,0.0352,0.0352,0.0352,0.0352
2025-12-01,STX,0.1135,0.1135,0.1135,0.1135
2025-12-01,STZ,-0.0776,-0.0776,-0.0776,-0.0776
2025-12-01,SW,-0.03,-0.03,-0.03,-0.03
2025-12-01,SWK,-0.0757,-0.0757,-0.0757,-0.0757
2025-12-01,SWKS,-0.0718,-0.0718,-0.0718,-0.0718
2025-12-01,SYF,0.0589,0.0589,0.0589,0.0589
2025-12-01,SYK,0.0094,0.0094,0.0094,0.0094
2025-12-01,SYY,0.003,0.003,0.003,0.003
2025-12-01,T,0.0501,0.0501,0.0501,0.0501
2025-12-01,TAGS,-0.0149,-0.0149,-0.0149,-0.0149
2025-12-01,TAP,-0.0229,-0.0229,-0.0229,-0.0229
2025-12-01,TDG,0.052,0.052,0.052,0.052
2025-12-01,TDW,-0.0394,-0.0394,-0.0394,-0.0394
2025-12-01,TDY,0.0207,0.0207,0.0207,0.0207
2025-12-01,TECH,-0.0101,-0.0101,-0.0101,-0.0101
2025-12-01,TECK,-0.0054,-0.0054,-0.0054,-0.0054
2025-12-01,TEL,0.0512,0.0512,0.0512,0.0512
2025-12-01,TER,0.0883,0.0883,0.0883,0.0883
2025-12-01,TFC,0.0142,0.0142,0.0142,0.0142
2025-12-01,TGT,-0.0617,-0.0617,-0.0617,-0.0617
2025-12-01,THD,-0.0176,-0.0176,-0.0176,-0.0176
2025-12-01,TIP,0.0058,0.0058,0.0058,0.0058
2025-12-01,TJX,0.0602,0.0602,0.0602,0.0602
2025-12-01,TKO,0.1182,0.1182,0.1182,0.1182
2025-12-01,TLT,-0.0051,-0.0051,-0.0051,-0.0051
2025-12-01,TMO,0.0175,0.0175,0.0175,0.0175
2025-12-01,TMUS,0.0499,0.0499,0.0499,0.0499
2025-12-01,TNX,-0.0118,-0.0118,-0.0118,-0.0118
2025-12-01,TPL,0.1014,0.1014,0.1014,0.1014
2025-12-01,TPR,0.1392,0.1392,0.1392,0.1392
2025-12-01,TRGP,0.084,0.084,0.084,0.084
2025-12-01,TRMB,0.0379,0.0379,0.0379,0.0379
2025-12-01,TROW,-0.0168,-0.0168,-0.0168,-0.0168
2025-12-01,TRV,0.0569,0.0569,0.0569,0.0569
2025-12-01,TS,0.0156,0.0156,0.0156,0.0156
2025-12-01,TSCO,0.0417,0.0417,0.0417,0.0417
2025-12-01,TSLA,0.0685,0.0685,0.0685,0.0685
2025-12-01,TSN,0.0158,0.0158,0.0158,0.0158
2025-12-01,TT,0.07,0.07,0.07,0.07
2025-12-01,TTD,-0.0812,-0.0812,-0.0812,-0.0812
2025-12-01,TTWO,0.0525,0.0525,0.0525,0.0525
2025-12-01,TUR,-0.006,-0.006,-0.006,-0.006
2025-12-01,TXN,-0.006,-0.006,-0.006,-0.006
2025-12-01,TXT,-0.0108,-0.0108,-0.0108,-0.0108
2025-12-01,TYL,0.0179,0.0179,0.0179,0.0179
2025-12-01,TYX,0.0038,0.0038,0.0038,0.0038
2025-12-01,UAL,0.0843,0.0843,0.0843,0.0843
2025-12-01,UBER,0.0296,0.0296,0.0296,0.0296
2025-12-01,UDR,-0.0126,-0.0126,-0.0126,-0.0126
2025-12-01,UHS,0.0517,0.0517,0.0517,0.0517
2025-12-01,ULTA,0.024,0.024,0.024,0.024
2025-12-01,UNG,-0.0301,-0.0301,-0.0301,-0.0301
2025-12-01,UNH,-0.0831,-0.0831,-0.0831,-0.0831
2025-12-01,UNP,-0.0156,-0.0156,-0.0156,-0.0156
2025-12-01,UPS,-0.0528,-0.0528,-0.0528,-0.0528
2025-12-01,URA,0.0352,0.0352,0.0352,0.0352
2025-12-01,URI,0.0529,0.0529,0.0529,0.0529
2025-12-01,URNM,-0.0048,-0.0048,-0.0048,-0.0048
2025-12-01,USB,0.0135,0.0135,0.0135,0.0135
2025-12-01,USO,-0.0075,-0.0075,-0.0075,-0.0075
2025-12-01,UUP,0.0023,0.0023,0.0023,0.0023
2025-12-01,V,0.0238,0.0238,0.0238,0.0238
2025-12-01,VAL,-0.0454,-0.0454,-0.0454,-0.0454
2025-12-01,VICI,-0.0099,-0.0099,-0.0099,-0.0099
2025-12-01,VIX,0.3769,0.3769,0.3769,0.3769
2025-12-01,VLO,0.0177,0.0177,0.0177,0.0177
2025-12-01,VLTO,0.0282,0.0282,0.0282,0.0282
2025-12-01,VMC,0.0237,0.0237,0.0237,0.0237
2025-12-01,VNM,0.0264,0.0264,0.0264,0.0264
2025-12-01,VRSK,-0.0186,-0.0186,-0.0186,-0.0186
2025-12-01,VRSN,0.0212,0.0212,0.0212,0.0212
2025-12-01,VRTX,-0.0083,-0.0083,-0.0083,-0.0083
2025-12-01,VST,0.1944,0.1944,0.1944,0.1944
2025-12-01,VTR,0.071,0.071,0.071,0.071
2025-12-01,VTRS,0.0025,0.0025,0.0025,0.0025
2025-12-01,VXN,-0.0366,-0.0366,-0.0366,-0.0366
2025-12-01,VZ,0.0203,0.0203,0.0203,0.0203
2025-12-01,WAB,0.0499,0.0499,0.0499,0.0499
2025-12-01,WAT,0.0244,0.0244,0.0244,0.0244
2025-12-01,WBD,0.0643,0.0643,0.0643,0.0643
2025-12-01,WDAY,-0.0305,-0.0305,-0.0305,-0.0305
2025-12-01,WDC,0.149,0.149,0.149,0.149
2025-12-01,WEAT,-0.0079,-0.0079,-0.0079,-0.0079
2025-12-01,WEC,0.035,0.035,0.035,0.035
2025-12-01,WELL,0.1017,0.1017,0.1017,0.1017
2025-12-01,WFC,0.0548,0.0548,0.0548,0.0548
2025-12-01,WM,0.012,0.012,0.012,0.012
2025-12-01,WMB,0.0835,0.0835,0.0835,0.0835
2025-12-01,WMT,0.0719,0.0719,0.0719,0.0719
2025-12-01,WRB,0.0603,0.0603,0.0603,0.0603
2025-12-01,WSM,0.0579,0.0579,0.0579,0.0579
2025-12-01,WST,-0.0238,-0.0238,-0.0238,-0.0238
2025-12-01,WTW,0.0446,0.0446,0.0446,0.0446
2025-12-01,WY,-0.0677,-0.0677,-0.0677,-0.0677
2025-12-01,WYNN,0.0269,0.0269,0.0269,0.0269
2025-12-01,XEL,0.0281,0.0281,0.0281,0.0281
2025-12-01,XES,-0.0328,-0.0328,-0.0328,-0.0328
2025-12-01,XLB,-0.0218,-0.0218,-0.0218,-0.0218
2025-12-01,XLC,0.0429,0.0429,0.0429,0.0429
2025-12-01,XLE,-0.0074,-0.0074,-0.0074,-0.0074
2025-12-01,XLF,0.0169,0.0169,0.0169,0.0169
2025-12-01,XLI,0.0094,0.0094,0.0094,0.0094
2025-12-01,XLK,0.0263,0.0263,0.0263,0.0263
2025-12-01,XLP,0.0131,0.0131,0.0131,0.0131
2025-12-01,XLRE,-0.0057,-0.0057,-0.0057,-0.0057
2025-12-01,XLU,0.0399,0.0399,0.0399,0.0399
2025-12-01,XLV,0.0131,0.0131,0.0131,0.0131
2025-12-01,XLY,0.0182,0.0182,0.0182,0.0182
2025-12-01,XOM,0.0096,0.0096,0.0096,0.0096
2025-12-01,XOP,-0.0454,-0.0454,-0.0454,-0.0454
2025-12-01,XYL,0.0236,0.0236,0.0236,0.0236
2025-12-01,XYZ,-0.0306,-0.0306,-0.0306,-0.0306
2025-12-01,YUM,0.0056,0.0056,0.0056,0.0056
2025-12-01,ZBH,-0.0181,-0.0181,-0.0181,-0.0181
2025-12-01,ZBRA,-0.0346,-0.0346,-0.0346,-0.0346
2025-12-01,ZTS,-0.0728,-0.0728,-0.0728,-0.0728
