Date,Ticker,ST_Trend,st_avg,st_hi,st_lo
2025-12-05,UHS,-0.0212,-0.0212,,
2025-12-05,ULTA,0.1158,0.1158,,
2025-12-05,UNG,0.0962,0.0962,,
2025-12-05,UNH,-0.0068,-0.0068,,
2025-12-05,UNP,0.0206,0.0206,,
2025-12-05,UPS,0.0396,0.0396,,
2025-12-05,URA,0.1281,0.1281,,
2025-12-05,URI,-0.2212,-0.2212,,
2025-12-05,URNM,0.085,0.085,,
2025-12-05,USB,-0.0207,-0.0207,,
2025-12-05,USO,0.0036,0.0036,,
2025-12-05,UUP,-0.0037,-0.0037,,
2025-12-05,V,0.1321,0.1321,,
2025-12-05,VAL,0.0217,0.0217,,
2025-12-05,VICI,0.0416,0.0416,,
2025-12-05,VIX,-0.0984,-0.0984,,
2025-12-05,VLO,-0.0139,-0.0139,,
2025-12-05,VLTO,-0.0163,-0.0163,,
2025-12-05,VMC,0.0133,0.0133,,
2025-12-05,VNM,0.0273,0.0273,,
2025-12-05,VRSK,0.0453,0.0453,,
2025-12-05,VRSN,0.0663,0.0663,,
2025-12-05,VRTX,0.0509,0.0509,,
2025-12-05,VST,0.0184,0.0184,,
2025-12-05,VTR,0.0268,0.0268,,
2025-12-05,VTRS,0.1336,0.1336,,
2025-12-05,VXN,-0.0467,-0.0467,,
2025-12-05,VZ,0.001,0.001,,
2025-12-05,WAB,-0.0725,-0.0725,,
2025-12-05,WAT,-0.0323,-0.0323,,
2025-12-05,WBD,0.0324,0.0324,,
2025-12-05,WDAY,0.0108,0.0108,,
2025-12-05,WDC,-0.0623,-0.0623,,
2025-12-05,WEAT,0.0004,0.0004,,
2025-12-05,WEC,0.0206,0.0206,,
2025-12-05,WELL,0.1461,0.1461,,
2025-12-05,WFC,-0.0464,-0.0464,,
2025-12-05,WM,-0.0075,-0.0075,,
2025-12-05,WMB,0.0418,0.0418,,
2025-12-05,WMT,0.0144,0.0144,,
2025-12-05,WRB,-0.2208,-0.2208,,
2025-12-05,WSM,-0.0307,-0.0307,,
2025-12-05,WST,0.0101,0.0101,,
2025-12-05,WTW,0.0081,0.0081,,
2025-12-05,WY,-0.047,-0.047,,
2025-12-05,WYNN,-0.1246,-0.1246,,
2025-12-05,XEL,-0.01,-0.01,,
2025-12-05,XES,0.0305,0.0305,,
2025-12-05,XLB,0.0625,0.0625,,
2025-12-05,XLC,0.1371,0.1371,,
2025-12-05,XLE,0.018,0.018,,
2025-12-05,XLF,-0.0397,-0.0397,,
2025-12-05,XLI,-0.0123,-0.0123,,
2025-12-05,XLK,0.035,0.035,,
2025-12-05,XLP,-0.0125,-0.0125,,
2025-12-05,XLRE,0.1765,0.1765,,
2025-12-05,XLU,-0.0277,-0.0277,,
2025-12-05,XLV,-0.0221,-0.0221,,
2025-12-05,XLY,-0.0183,-0.0183,,
2025-12-05,XOM,-0.0009,-0.0009,,
2025-12-05,XOP,0.018,0.018,,
2025-12-05,XYL,-0.0132,-0.0132,,
2025-12-05,XYZ,-0.0927,-0.0927,,
2025-12-05,YUM,0.081,0.081,,
2025-12-05,ZBH,0.1883,0.1883,,
2025-12-05,ZBRA,-0.0456,-0.0456,,
2025-12-05,ZTS,-0.031,-0.031,,
