Date,Ticker,st_trend,mt_trend,lt_trend
2025-12-05,SLB,0.0114,-0.0033,-0.0535
2025-12-05,SLV,0.0312,0.0849,0.1244
2025-12-05,SMCI,0.0081,-0.0553,0.0127
2025-12-05,SMH,0.0405,0.0379,0.0736
2025-12-05,SNA,0.062,0.0021,0.0273
2025-12-05,SNDK,-0.1214,0.3047,0.592
2025-12-05,SNPS,-0.0689,-0.164,-0.0493
2025-12-05,SO,-0.0329,-0.0106,0.0294
2025-12-05,SOLV,0.0072,0.0333,0.0334
2025-12-05,SOYB,-0.0617,0.0186,-0.0268
2025-12-05,SPG,-0.0209,-0.0024,0.0224
2025-12-05,SPGI,-0.0394,-0.0229,0.0072
2025-12-05,SPHB,-0.3174,0.0123,0.009
2025-12-05,SPLV,0.0261,-0.0236,0.0146
2025-12-05,SPX,-0.1509,0.0115,0.015
2025-12-05,SPY,-0.096,0.013,0.0155
2025-12-05,SRE,0.0305,0.0249,0.022
2025-12-05,STE,-0.1293,0.0174,0.0019
2025-12-05,STIP,0.0104,-0.0056,0.0032
2025-12-05,STLA,0.098,0.0461,-0.0925
2025-12-05,STLD,-0.0601,0.0711,0.0273
2025-12-05,STNG,-0.0073,0.0243,0.0062
2025-12-05,STT,0.0041,0.004,0.0352
2025-12-05,STX,-0.0408,0.1051,0.1135
2025-12-05,STZ,0.0955,-0.022,-0.0776
2025-12-05,SW,-0.0175,-0.0682,-0.03
2025-12-05,SWK,0.0183,-0.0285,-0.0757
2025-12-05,SWKS,0.0847,0.014,-0.0718
2025-12-05,SYF,0.0008,-0.0035,0.0589
2025-12-05,SYK,-0.0163,-0.0197,0.0094
2025-12-05,SYY,0.097,-0.0194,0.003
2025-12-05,T,0.5243,-0.0299,0.0501
2025-12-05,TAGS,-0.0082,0.0048,-0.0149
2025-12-05,TAP,0.0212,-0.0342,-0.0229
2025-12-05,TDG,-0.0327,-0.0061,0.052
2025-12-05,TDW,0.0241,0.0191,-0.0394
2025-12-05,TDY,-0.0301,-0.0074,0.0207
2025-12-05,TECH,-0.0978,0.0331,-0.0101
2025-12-05,TECK,0.0519,0.0705,-0.0054
2025-12-05,TEL,0.0968,0.0182,0.0512
2025-12-05,TER,0.1504,0.1081,0.0883
2025-12-05,TFC,-0.0845,-0.0092,0.0142
2025-12-05,TGT,-0.0033,-0.0213,-0.0617
2025-12-05,THD,0.0338,-0.0024,-0.0176
2025-12-05,TIP,-0.0537,0.0087,0.0058
2025-12-05,TJX,0.0732,0.0229,0.0602
2025-12-05,TKO,0.0799,0.0018,0.1182
2025-12-05,TLT,0.0124,0.0005,-0.0051
2025-12-05,TMO,-0.1416,0.0316,0.0175
2025-12-05,TMUS,0.1297,-0.04,0.0499
2025-12-05,TNX,0.0372,0.0022,-0.0118
2025-12-05,TPL,-0.0307,0.0112,0.1014
2025-12-05,TPR,0.0217,-0.0121,0.1392
2025-12-05,TRGP,0.0041,0.03,0.084
2025-12-05,TRMB,0.2688,-0.0007,0.0379
2025-12-05,TROW,-0.0282,-0.0125,-0.0168
2025-12-05,TRV,0.0327,-0.0015,0.0569
2025-12-05,TS,0.0017,0.0313,0.0156
2025-12-05,TSCO,-0.0198,-0.0266,0.0417
2025-12-05,TSLA,0.005,0.044,0.0685
2025-12-05,TSN,0.0079,0.0167,0.0158
2025-12-05,TT,-0.0456,0.0055,0.07
2025-12-05,TTD,0.0142,-0.066,-0.0812
2025-12-05,TTWO,0.0326,-0.0137,0.0525
2025-12-05,TUR,0.0058,-0.012,-0.006
2025-12-05,TXN,0.1306,-0.002,-0.006
2025-12-05,TXT,0.0185,0.0124,-0.0108
2025-12-05,TYL,-0.085,-0.0629,0.0179
2025-12-05,TYX,0.0361,-0.0036,0.0038
2025-12-05,UAL,0.0904,-0.0059,0.0843
2025-12-05,UBER,0.0541,-0.017,0.0296
2025-12-05,UDR,-0.0284,-0.0317,-0.0126
2025-12-05,UHS,-0.0212,0.0592,0.0517
2025-12-05,ULTA,0.1158,0.0421,0.024
2025-12-05,UNG,0.0962,0.069,-0.0301
2025-12-05,UNH,-0.0068,0.0236,-0.0831
2025-12-05,UNP,0.0206,0.0089,-0.0156
2025-12-05,UPS,0.0396,0.0436,-0.0528
2025-12-05,URA,0.1281,0.043,0.0352
2025-12-05,URI,-0.2212,-0.0182,0.0529
2025-12-05,URNM,0.085,0.0446,-0.0048
2025-12-05,USB,-0.0207,0.0039,0.0135
2025-12-05,USO,0.0036,-0.0213,-0.0075
2025-12-05,UUP,-0.0037,0.0078,0.0023
2025-12-05,V,0.1321,-0.0161,0.0238
2025-12-05,VAL,0.0217,0.0355,-0.0454
2025-12-05,VICI,0.0416,-0.051,-0.0099
2025-12-05,VIX,-0.0984,0.1242,0.3769
2025-12-05,VLO,-0.0139,0.0491,0.0177
2025-12-05,VLTO,-0.0163,-0.003,0.0282
2025-12-05,VMC,0.0133,-0.0018,0.0237
2025-12-05,VNM,0.0273,0.0029,0.0264
2025-12-05,VRSK,0.0453,-0.0757,-0.0186
2025-12-05,VRSN,0.0663,-0.0518,0.0212
2025-12-05,VRTX,0.0509,0.0318,-0.0083
2025-12-05,VST,0.0184,-0.0361,0.1944
2025-12-05,VTR,0.0268,0.0243,0.071
2025-12-05,VTRS,0.1336,0.002,0.0025
2025-12-05,VXN,-0.0467,-0.1718,-0.0366
2025-12-05,VZ,0.001,-0.0308,0.0203
2025-12-05,WAB,-0.0725,0.0146,0.0499
2025-12-05,WAT,-0.0323,0.0543,0.0244
2025-12-05,WBD,0.0324,0.1728,0.0643
2025-12-05,WDAY,0.0108,-0.0094,-0.0305
2025-12-05,WDC,-0.0623,0.1307,0.149
2025-12-05,WEAT,0.0004,0.009,-0.0079
2025-12-05,WEC,0.0206,-0.003,0.035
2025-12-05,WELL,0.1461,0.033,0.1017
2025-12-05,WFC,-0.0464,0.0123,0.0548
2025-12-05,WM,-0.0075,-0.0138,0.012
2025-12-05,WMB,0.0418,0.0064,0.0835
2025-12-05,WMT,0.0144,0.0209,0.0719
2025-12-05,WRB,-0.2208,-0.0488,0.0603
2025-12-05,WSM,-0.0307,-0.0258,0.0579
2025-12-05,WST,0.0101,0.0392,-0.0238
2025-12-05,WTW,0.0081,-0.0084,0.0446
2025-12-05,WY,-0.047,-0.0357,-0.0677
2025-12-05,WYNN,-0.1246,0.0265,0.0269
2025-12-05,XEL,-0.01,0.0173,0.0281
2025-12-05,XES,0.0305,0.0371,-0.0328
2025-12-05,XLB,0.0625,-0.0123,-0.0218
2025-12-05,XLC,0.1371,-0.0076,0.0429
2025-12-05,XLE,0.018,0.0034,-0.0074
2025-12-05,XLF,-0.0397,-0.0116,0.0169
2025-12-05,XLI,-0.0123,-0.0154,0.0094
2025-12-05,XLK,0.035,0.0161,0.0263
2025-12-05,XLP,-0.0125,-0.0095,0.0131
2025-12-05,XLRE,0.1765,-0.0142,-0.0057
2025-12-05,XLU,-0.0277,0.0142,0.0399
2025-12-05,XLV,-0.0221,0.0392,0.0131
2025-12-05,XLY,-0.0183,0.0005,0.0182
2025-12-05,XOM,-0.0009,0.01,0.0096
2025-12-05,XOP,0.018,0.0009,-0.0454
2025-12-05,XYL,-0.0132,0.0023,0.0236
2025-12-05,XYZ,-0.0927,-0.0735,-0.0306
2025-12-05,YUM,0.081,-0.0019,0.0056
2025-12-05,ZBH,0.1883,-0.03,-0.0181
2025-12-05,ZBRA,-0.0456,-0.034,-0.0346
2025-12-05,ZTS,-0.031,-0.0449,-0.0728
